firebase_id,prolific_id,session_id,study_id,visualization_condition,condition_name,assignment_method,prompt_order,session1_prompt_type,session2_prompt_type,condition_timestamp,pre_predictability,pre_negative_predictability,pre_trust,pre_survey_timestamp,s1_prompt_type,s1_prompt_shown,s1_system_prompt,s1_attention_prompt_recall_answer,s1_attention_prompt_recall_correct,s1_attention_prompt_recall_passed,s1_attention_mba_answer,s1_attention_mba_passed,s1_mba_empathy,s1_mba_erudite,s1_mba_robotic,s1_mba_romantic,s1_mba_sycophantic,s1_mba_toxic,s1_mba_timestamp,s1_mbe_empathy,s1_mbe_erudite,s1_mbe_robotic,s1_mbe_romantic,s1_mbe_sycophantic,s1_mbe_toxic,s1_mbe_timestamp,s1_chat_start,s1_chat_end,s1_chat_duration,s1_num_user_messages,s1_num_assistant_messages,s1_num_total_messages,s2_prompt_type,s2_prompt_shown,s2_system_prompt,s2_attention_prompt_recall_answer,s2_attention_prompt_recall_correct,s2_attention_prompt_recall_passed,s2_attention_mba_answer,s2_attention_mba_passed,s2_mba_empathy,s2_mba_erudite,s2_mba_robotic,s2_mba_romantic,s2_mba_sycophantic,s2_mba_toxic,s2_mba_timestamp,s2_mbe_empathy,s2_mbe_erudite,s2_mbe_robotic,s2_mbe_romantic,s2_mbe_sycophantic,s2_mbe_toxic,s2_mbe_timestamp,s2_chat_start,s2_chat_end,s2_chat_duration,s2_num_user_messages,s2_num_assistant_messages,s2_num_total_messages,final_survey_timestamp,final_survey_condition,final_predictability_post,final_negative_predictability_post,final_trust_post,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,final_interaction_reflection,final_visualization_usage,final_visualization_feedback,final_general_feedback,attention_all_passed
1t5SiWssM4RSYGonTrfd2od6dLG2,6102d892986a0f83785e2470,69caab67afd2332cd6f9670b,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:22:53.748Z,4,3,4,2026-03-30T16:59:08.977Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,2,6,-8,-8,-8,-7,2026-03-30T17:04:41.190Z,6.0,8.0,-9.0,-9.0,-8.0,-10.0,2026-03-30T17:20:29.588Z,2026-03-30T17:06:38.596Z,2026-03-30T17:16:39.230Z,600.0,10,10,20,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,4.0,6.0,-4.0,-9.0,-8.0,-10.0,2026-03-30T17:22:50.707Z,5.0,7.0,-5.0,-9.0,-9.0,-9.0,2026-03-30T17:35:04.221Z,2026-03-30T17:23:10.461Z,2026-03-30T17:33:11.052Z,600.0,12,12,24,2026-03-30T17:37:58.577Z,experimental,5.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,The conversations were engaging and flowed naturally.,I used it to anticipate the AI’s behavior and track changes in traits.,Helpful for seeing trends; slightly tricky at first to interpret percentages.,"The study was clear and well-structured, and the visualization added useful insight.",False
2GIDN6UCUXV5fD4uNkex39795nU2,5d6b596f76cca6000166d81d,69caab74ab9dea750a502765,69c85399187694d34f96b151,0,control,random,asst_first,ASST,ROLEPLY,2026-03-30T17:19:00.743Z,5,4,5,2026-03-30T17:05:47.821Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,8,8,5,-7,-7,-9,2026-03-30T17:07:25.231Z,8.0,8.0,-3.0,-7.0,-9.0,-10.0,2026-03-30T17:18:00.872Z,2026-03-30T17:07:38.098Z,2026-03-30T17:17:38.222Z,600.0,20,20,40,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-7.0,1.0,-8.0,-3.0,-9.0,3.0,2026-03-30T17:19:00.303Z,3.0,4.0,-9.0,-8.0,-9.0,-5.0,2026-03-30T17:29:37.747Z,2026-03-30T17:19:10.242Z,2026-03-30T17:29:10.362Z,600.0,16,16,32,2026-03-30T17:30:49.349Z,control,3.0,3.0,5.0,,,,,,,,,,,,,,,,,"There was actually nothing that surprised me. I felt that the AI was mostly neutral on more sensitive topics but answered every prompt honestly like a human would, and mentioned several topics that the AI could not talk about, no matter what prompt I entered.",,,,False
35yycc5G3QbI40zz9prNFmPtjuE3,69a87cb20e8503ae8c6d6cc9,69ca9634530e560781add6c5,69c85399187694d34f96b151,0,control,random,asst_first,ASST,ROLEPLY,2026-03-30T15:47:10.392Z,5,4,4,2026-03-30T15:30:58.817Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,5,7,4,8,6,-5,2026-03-30T15:33:58.908Z,3.0,7.0,6.0,-8.0,-3.0,-9.0,2026-03-30T15:45:48.450Z,2026-03-30T15:34:32.972Z,2026-03-30T15:44:33.559Z,600.0,9,9,18,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,6.0,5.0,2.0,4.0,-4.0,6.0,2026-03-30T15:47:07.826Z,6.0,7.0,1.0,-5.0,-4.0,-7.0,2026-03-30T15:57:59.482Z,2026-03-30T15:47:21.568Z,2026-03-30T15:57:22.149Z,600.0,4,4,8,2026-03-30T15:58:57.294Z,control,6.0,5.0,4.0,,,,,,,,,,,,,,,,,"The interaction was smooth and easy. I noticed the AI’s tone changed based on the prompt, which was interesting.",,,,False
3YITW9XSu5Y07UECX8RA9FjfrKk1,69c1db2603f6a9075944b1fd,69cac208d2f637e45b770c9c,69c85399187694d34f96b151,0,control,forced_control,asst_first,ASST,ROLEPLY,2026-03-30T18:46:39.761Z,4,4,3,2026-03-30T18:34:16.636Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,2,2,-4,0,0,-3,2026-03-30T18:35:22.396Z,0.0,-4.0,-4.0,0.0,-2.0,0.0,2026-03-30T18:45:57.573Z,2026-03-30T18:35:36.586Z,2026-03-30T18:45:36.683Z,600.0,13,13,26,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,2.0,2.0,0.0,0.0,0.0,2026-03-30T18:46:39.391Z,0.0,2.0,1.0,0.0,0.0,0.0,2026-03-30T18:57:05.667Z,2026-03-30T18:46:47.459Z,2026-03-30T18:56:47.553Z,600.0,7,7,14,2026-03-30T18:58:13.463Z,control,5.0,5.0,3.0,,,,,,,,,,,,,,,,,"The first AI I used for factual information and it was pretty bad, and the data was outdated and gave me wrong information several times. The 2nd AI I went into a creative writing style and it seemed much more capable, though I suspect the models weren't too dissimilar beyond the prompt.",,,Nah,False
4W556A0npjZkZjSRhHkR1AWQukv1,5dd32432e0b21b3472c20ebe,69caab937cc305218fb83706,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:11:54.791Z,4,4,3,2026-03-30T16:58:31.417Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,0,-1,10,-10,-6,-10,2026-03-30T16:59:55.959Z,0.0,-7.0,10.0,-10.0,0.0,-10.0,2026-03-30T17:10:46.307Z,2026-03-30T17:00:14.022Z,2026-03-30T17:10:14.120Z,600.0,15,15,30,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-4.0,2.0,0.0,-10.0,-4.0,-4.0,2026-03-30T17:11:54.459Z,-7.0,3.0,7.0,-7.0,-7.0,2.0,2026-03-30T17:24:45.061Z,2026-03-30T17:12:10.010Z,2026-03-30T17:22:10.087Z,600.0,8,8,16,2026-03-30T17:28:09.600Z,experimental,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,I was surprised with the answers from the second chat!,"I didn't use the visualization, I engaged in the chat as I normally wood.","I didn't find the visualization helpful or confusing, I didn't really use it.",,False
4XEXxiWDp7a1KtXAPt7Wtj6YZ7M2,69bc0ba177847fde0a18ec3d,69caab69c248892a27cf0aeb,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:15:14.676Z,4,5,4,2026-03-30T16:58:19.230Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-4,0,3,-4,3,3,2026-03-30T16:59:40.409Z,-3.0,-1.0,-3.0,2.0,-3.0,4.0,2026-03-30T17:13:29.633Z,2026-03-30T17:02:49.085Z,2026-03-30T17:12:49.598Z,600.0,4,4,8,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,2.0,-5.0,4.0,0.0,-4.0,-4.0,2026-03-30T17:15:11.763Z,3.0,1.0,-2.0,-2.0,-4.0,-4.0,2026-03-30T17:25:59.661Z,2026-03-30T17:15:32.094Z,2026-03-30T17:25:32.637Z,600.0,9,9,18,2026-03-30T17:30:01.523Z,experimental,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,The interaction was productive and well set up. Getting the interaction and the results at the same time was super cool,I use it to rate the quality of feedback from the bot,Its too clustered so i had to zoom in to see the results clearly,no,False
4jOD5yPWZ7ToD9BKZ0pHPYJK9yB2,675a2ef45fbe0cc52b8403ae,69caab56d8a979671067aa1c,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:16:50.927Z,6,6,6,2026-03-30T16:58:42.186Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,7,False,6,6,4,8,4,7,2026-03-30T17:02:56.742Z,4.0,7.0,9.0,9.0,8.0,10.0,2026-03-30T17:14:48.516Z,2026-03-30T17:03:47.234Z,2026-03-30T17:13:47.757Z,600.0,4,4,8,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,5.0,False,5.0,6.0,7.0,8.0,6.0,9.0,2026-03-30T17:16:48.620Z,6.0,7.0,8.0,6.0,7.0,4.0,2026-03-30T17:27:41.204Z,2026-03-30T17:17:06.575Z,2026-03-30T17:27:18.561Z,600.0,5,5,10,2026-03-30T17:32:35.454Z,experimental,5.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,,5.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,"The interaction was smooth and intuitive. I was surprised by how quickly the AI responded with relevant, professional advice.",I used it to follow the instructions step by step and ensure I understood the system prompt fully.,"It was helpful for revealing each sentence in order, which clarified the AI’s expected behavior. Nothing was confusing.",The interface was user-friendly and the study instructions were clear and easy to follow.,False
57dWdKdfRcarCoxYhzkgsLigHru1,69afa206452d78f24519cfb6,69caab76430e1fedd4cb9099,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:26:58.712Z,6,6,5,2026-03-30T17:00:38.030Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,10,10,4,-7,-9,-10,2026-03-30T17:08:38.897Z,10.0,8.0,-9.0,-9.0,-10.0,-10.0,2026-03-30T17:21:58.648Z,2026-03-30T17:11:09.887Z,2026-03-30T17:21:09.940Z,600.0,18,18,36,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,8.0,8.0,-6.0,-7.0,-7.0,7.0,2026-03-30T17:25:00.875Z,-8.0,-7.0,9.0,0.0,2.0,6.0,2026-03-30T17:40:02.531Z,2026-03-30T17:28:17.617Z,2026-03-30T17:38:18.382Z,600.0,8,8,16,2026-03-30T17:56:56.819Z,experimental,6.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,"the interaction was well balance, I was impressed with the answered it was giving based on how it was supposed to. i was also keen on reading the responses in order to understand better",I relied too much on the first on the first peace of information,it guided me to get more understanding about ai tool,The study was well conducted it generated the positive side and negative side of AI,False
5HLteJPwzjPKBhfARjNdkXSrelj2,617452347986aeaf4d2e5278,69ca8fb796a1c49ec9d5541e,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:23:20.600Z,5,5,4,2026-03-30T15:04:04.931Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,5,6,4,-3,-4,-7,2026-03-30T15:07:23.641Z,4.0,8.0,3.0,0.0,-8.0,-10.0,2026-03-30T15:20:59.819Z,2026-03-30T15:08:25.348Z,2026-03-30T15:18:25.439Z,600.0,5,5,10,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,2.0,3.0,-8.0,0.0,-3.0,-1.0,2026-03-30T15:23:20.149Z,8.0,10.0,-8.0,8.0,8.0,-10.0,2026-03-30T15:34:47.625Z,2026-03-30T15:24:15.572Z,2026-03-30T15:34:15.662Z,600.0,7,7,14,2026-03-30T15:41:06.154Z,experimental,5.0,3.0,4.0,6.0,7.0,5.0,7.0,6.0,5.0,5.0,,7.0,5.0,6.0,5.0,4.0,5.0,5.0,6.0,"The interactions went well in my opinion. I believe the beginning prompts were indicative of how the scenarios took place. I would say I was surprised the second interaction was accurate to its' core idea, being very animated and more human-like than the first interaction.",I felt more involved using the second visualization over the first. It was enjoyable to move my cursor over the chart to view the percentage over a specific quality.,"Like I mentioned previously, the second visualization being interactable was very helpful.","I liked the format of this study, it is a nice change than the broad majority of studies.",False
5RHaxvObqgVoqYo1ZBKulKFcqU93,662f8adda330de2b91147209,69ca963e1dc1745b08e109e5,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:45:48.718Z,5,5,6,2026-03-30T15:28:24.072Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,1,9,7,-10,-2,-10,2026-03-30T15:30:48.149Z,-1.0,8.0,9.0,-10.0,2.0,-10.0,2026-03-30T15:43:24.954Z,2026-03-30T15:31:44.971Z,2026-03-30T15:41:45.083Z,600.0,13,13,26,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-4.0,1.0,-1.0,3.0,5.0,-1.0,2026-03-30T15:45:48.276Z,-1.0,-4.0,5.0,-9.0,1.0,-5.0,2026-03-30T15:57:24.567Z,2026-03-30T15:46:07.469Z,2026-03-30T15:56:07.596Z,600.0,10,10,20,2026-03-30T16:01:37.655Z,experimental,7.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,,6.0,7.0,5.0,5.0,4.0,6.0,7.0,5.0,The interaction went well .  I did not find anything difficult.,I kept on looking at it during the conversations.  It helped me see if the AI was acting accordingly.,I found it very helpful when I observed the conversation.   I could see the different aspects when the AI would write.,,False
5UHrEfz0njbPFus7b3nt3KNrH263,699ddb4029e444c07d0953ae,69ca97ae5e13d4627cf85ec7,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:57:42.489Z,4,3,4,2026-03-30T15:36:06.531Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-6,1,-6,0,-4,-8,2026-03-30T15:40:09.012Z,0.0,5.0,-7.0,-10.0,-10.0,-10.0,2026-03-30T15:51:45.059Z,2026-03-30T15:40:24.932Z,2026-03-30T15:50:25.082Z,600.0,14,14,28,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,-4.0,0.0,0.0,0.0,-5.0,2026-03-30T15:57:41.272Z,2.0,3.0,2.0,5.0,-8.0,-5.0,2026-03-30T16:10:21.099Z,2026-03-30T15:57:55.295Z,2026-03-30T16:07:55.405Z,600.0,12,12,24,2026-03-30T16:20:14.891Z,experimental,4.0,2.0,3.0,3.0,4.0,5.0,7.0,6.0,6.0,3.0,7.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,I enjoyed this experiment. I was surprised that when i asked it to take on the persona of a character the interaction felt less authentic. I was trying to be more open-minded about the topic and I felt that the AI was forcing stereo-types. I found this request made my task more complicated and decreased my trust.,"I frequently looked to see how the visualization was changing based on my interactions with the AI.  I still don't understand how those determinations were made. That's the most confusing part for me.  However, it did give me a general idea. It absolutely made it easier for me to do the scoring after.","I assume that my answers were then influenced by the visualization and I since I don't know how the system was determining the changes in percentile points and on the scale perhaps my answers were less true to how I really felt. If I had to do it again I think I would try to ignore the visualization because I realize now that if the information in the visualization are all that was needed then my perception wouldn't have mattered.  In the case of the second experiment I felt empowered to put the AI in situations where the traits could be measured, but I was not the one doing the measuring.",I found this extremely interesting and interactive. Thank you!,False
63zoxApUiwcH8tra18Ub1Rm4WDn1,6945761b6e13df632b53f8da,69caab81bf74b38eb8905a7e,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:13:26.643Z,5,5,5,2026-03-30T16:58:42.521Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,5,6,5,0,-4,-7,2026-03-30T17:00:20.175Z,7.0,9.0,-9.0,-10.0,-9.0,-9.0,2026-03-30T17:11:00.213Z,2026-03-30T17:00:30.457Z,2026-03-30T17:10:30.662Z,600.0,16,16,32,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-4.0,-4.0,2.0,1.0,2.0,-4.0,2026-03-30T17:13:25.053Z,6.0,6.0,-9.0,-9.0,-9.0,-9.0,2026-03-30T17:24:15.725Z,2026-03-30T17:13:44.256Z,2026-03-30T17:23:44.462Z,600.0,7,7,14,2026-03-30T17:27:14.466Z,experimental,5.0,2.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,"I loved the facts given, I learned some cool things.",I looked at it to see how the AI was treating me and the input,I found t helpful to be able to see based on the results,Cool survey,False
6iYYPOxo2NhxYNgUx2LgumaXh8j1,63d5b810f3dbbd11e7e65870,69caab8c91591bc9b3fce3e4,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:18:54.027Z,6,6,6,2026-03-30T17:00:10.480Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-2,7,6,-5,-6,5,2026-03-30T17:01:42.345Z,4.0,5.0,2.0,-3.0,-5.0,0.0,2026-03-30T17:13:36.956Z,2026-03-30T17:02:16.198Z,2026-03-30T17:12:17.102Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,6.0,-5.0,-7.0,-1.0,0.0,4.0,2026-03-30T17:18:51.752Z,5.0,0.0,2.0,-1.0,-2.0,2.0,2026-03-30T17:31:07.366Z,2026-03-30T17:19:18.636Z,2026-03-30T17:29:19.166Z,600.0,12,12,24,2026-03-30T17:37:09.526Z,experimental,5.0,2.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,The interaction was all clear. I was not surprised after the explation.,I used it to rate the chatbot. It helped my clearly rate the chatbot with ease.,It was all clear. Nothing was challenging. The instructions were pretty clear.,The study has been impressive.,False
7cq2eMt7ugRuqhGOq05HBZoyjdg2,5bf0a682e938aa0001df6c54,69ca963659b1d06f6efde060,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:40:55.605Z,5,7,4,2026-03-30T15:27:41.461Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-4,0,1,-10,-8,-10,2026-03-30T15:28:45.995Z,10.0,-5.0,0.0,-10.0,-10.0,-10.0,2026-03-30T15:39:29.442Z,2026-03-30T15:28:51.310Z,2026-03-30T15:38:51.540Z,600.0,16,16,32,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-10.0,0.0,0.0,-4.0,0.0,0.0,2026-03-30T15:40:55.002Z,0.0,0.0,-5.0,-10.0,5.0,1.0,2026-03-30T15:51:35.856Z,2026-03-30T15:41:05.719Z,2026-03-30T15:51:05.952Z,600.0,11,11,22,2026-03-30T15:54:20.991Z,experimental,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,"The second AI chatbot has me concerned. I am worried because I am a work at home mother and take care of my son at the same time, and it thought I was asking it on how to neglect my child, which is wild, because I would never. I'm doubling down on care and work alone, and felt insulted by the suggestion the AI made.","I used it to some degree, I knew the second one would be a bit more problematic, based off the circle graph, but I didn't expect it to be that wild.","The percentages are helpful, however there are too many subjects to predict based off of.","I like it a lot, but I worry about the response.",False
8a9eVvTqH8SIXj4SyiO4hv0t5ho1,66aa8d04719b0f5ef3433e9c,69caab8fea0dfd12657a116b,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:27:22.333Z,4,4,5,2026-03-30T17:06:44.714Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,0,-5,0,-3,-6,0,2026-03-30T17:10:27.386Z,2.0,2.0,3.0,0.0,-1.0,0.0,2026-03-30T17:21:45.753Z,2026-03-30T17:11:06.027Z,2026-03-30T17:21:06.587Z,600.0,11,11,22,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-5.0,4.0,6.0,-10.0,-4.0,-10.0,2026-03-30T17:27:19.910Z,-8.0,-4.0,6.0,-10.0,-10.0,-10.0,2026-03-30T17:41:44.116Z,2026-03-30T17:27:33.265Z,2026-03-30T17:37:33.832Z,600.0,5,5,10,2026-03-30T17:47:53.914Z,control,6.0,6.0,4.0,,,,,,,,,,,,,,,,,The first AI was a bit overwhelming because it was trying too much to overcompensate but the second one was perfect. The conversation flow was smooth and very well detailed without the unnecessary emotional coverage which was really weird and uncomfortable.,,,,False
